city,sales,volume,median,listings,inventory,date
South Padre Island,NA,NA,NA,NA,NA,2009/04/01
South Padre Island,NA,NA,NA,NA,NA,2009/05/01
South Padre Island,NA,NA,NA,NA,NA,2009/06/01
South Padre Island,NA,NA,NA,NA,NA,2009/07/01
South Padre Island,NA,NA,NA,NA,NA,2009/08/01
South Padre Island,30,7910000,180000,1324,NA,2009/09/01
South Padre Island,34,10382850,241700,1349,NA,2009/10/01
South Padre Island,28,7763900,2.00E+05,1347,NA,2009/11/01
South Padre Island,28,5437910,140000,1258,NA,2009/12/01
South Padre Island,10,2543721,2.00E+05,1290,NA,2010/01/01
South Padre Island,19,4908899,195000,1321,NA,2010/02/01
South Padre Island,31,6459250,183300,1383,NA,2010/03/01
South Padre Island,26,6460745,225000,1403,54.5,2010/04/01
South Padre Island,23,7275558,208300,1396,54.9,2010/05/01
South Padre Island,32,7690500,193300,1348,51.7,2010/06/01
South Padre Island,21,6078750,262500,1316,51.3,2010/07/01
South Padre Island,27,6882400,165000,1340,52,2010/08/01
South Padre Island,29,9950150,225000,1277,49.8,2010/09/01
South Padre Island,19,4801000,175000,1259,51.6,2010/10/01
South Padre Island,10,2098500,160000,1280,55.9,2010/11/01
South Padre Island,25,5623600,190000,NA,NA,2010/12/01
South Padre Island,9,2088500,225000,1258,55.7,2011/01/01
South Padre Island,13,3223463,262500,817,37,2011/02/01
South Padre Island,24,5098500,180000,881,41,2011/03/01
South Padre Island,33,6461000,182000,877,39.7,2011/04/01
South Padre Island,28,4516647,140000,919,40.8,2011/05/01
South Padre Island,19,2903000,123300,934,43.6,2011/06/01
South Padre Island,21,5679336,150000,900,42,2011/07/01
South Padre Island,25,5807947,197500,891,41.9,2011/08/01
South Padre Island,24,5220400,160000,837,40.2,2011/09/01
South Padre Island,16,2968900,140000,827,40.2,2011/10/01
South Padre Island,17,3775500,243800,829,39.2,2011/11/01
South Padre Island,15,3106400,150000,761,37.4,2011/12/01
South Padre Island,12,2670350,250000,808,39.3,2012/01/01
South Padre Island,23,5373000,206200,742,34.6,2012/02/01
South Padre Island,22,4405075,160000,731,34.4,2012/03/01
South Padre Island,32,9251810,210000,750,35.4,2012/04/01
South Padre Island,37,7029500,147500,758,34.6,2012/05/01
South Padre Island,26,8095500,180000,755,33.6,2012/06/01
South Padre Island,27,5707370,190000,750,32.6,2012/07/01
South Padre Island,38,8355800,150000,717,29.8,2012/08/01
South Padre Island,24,6319141,175000,698,29,2012/09/01
South Padre Island,24,5397152,170000,733,29.6,2012/10/01
South Padre Island,22,4958198,2.00E+05,735,29.2,2012/11/01
South Padre Island,25,6163000,190000,675,26,2012/12/01
South Padre Island,21,4759500,225000,739,27.6,2013/01/01
South Padre Island,18,3768800,2.00E+05,730,27.7,2013/02/01
South Padre Island,30,6371350,168000,NA,NA,2013/03/01
South Padre Island,44,10870360,208300,781,27.9,2013/04/01
South Padre Island,43,7991600,126000,758,26.6,2013/05/01
South Padre Island,41,9235790,175000,770,25.9,2013/06/01
South Padre Island,34,8265815,165000,767,25.3,2013/07/01
South Padre Island,43,9899500,196700,749,24.4,2013/08/01
South Padre Island,33,9005500,254200,717,22.8,2013/09/01
South Padre Island,26,5626300,133300,721,22.8,2013/10/01
South Padre Island,36,6536200,136000,733,22.3,2013/11/01
South Padre Island,24,5642825,172000,697,21.3,2013/12/01
South Padre Island,24,5286750,160000,764,23.2,2014/01/01
South Padre Island,22,7164300,180000,757,22.7,2014/02/01
South Padre Island,48,8841119,120000,764,21.9,2014/03/01
South Padre Island,33,5295900,110000,763,22.5,2014/04/01
South Padre Island,26,9408866,180000,773,23.8,2014/05/01
South Padre Island,44,8966812,160000,796,24.3,2014/06/01
South Padre Island,50,10275725,184000,773,22.7,2014/07/01
South Padre Island,44,12756700,175000,759,22.2,2014/08/01
South Padre Island,35,6524100,157500,732,21.3,2014/09/01
South Padre Island,54,12166100,173300,707,19.3,2014/10/01
South Padre Island,35,6926814,152500,700,19.1,2014/11/01
South Padre Island,33,7540750,215000,670,17.9,2014/12/01
South Padre Island,22,4893959,180000,688,18.5,2015/01/01
South Padre Island,21,5466400,225000,675,18.2,2015/02/01
South Padre Island,40,7626200,146700,711,19.5,2015/03/01
South Padre Island,40,8478263,180000,729,19.7,2015/04/01
South Padre Island,38,13782150,212500,733,19.3,2015/05/01
South Padre Island,40,8665950,166700,728,19.3,2015/06/01
South Padre Island,49,11338000,172200,728,19.4,2015/07/01
Temple-Belton,56,5775000,82900,582,6.7,2000/01/01
Temple-Belton,73,8220000,91700,617,7.1,2000/02/01
Temple-Belton,82,8900000,83800,634,7.3,2000/03/01
Temple-Belton,90,9775000,83600,647,7.5,2000/04/01
Temple-Belton,122,11685000,88900,637,7.2,2000/05/01
Temple-Belton,124,15605000,1.00E+05,627,7.1,2000/06/01
Temple-Belton,88,8880000,84200,595,6.7,2000/07/01
Temple-Belton,115,12188815,86200,578,6.5,2000/08/01
Temple-Belton,89,8965000,88300,560,6.2,2000/09/01
Temple-Belton,91,9995000,90600,536,5.9,2000/10/01
Temple-Belton,96,11185000,99100,523,5.6,2000/11/01
Temple-Belton,79,7635000,80400,501,5.4,2000/12/01
Temple-Belton,67,7010000,83100,592,6.4,2001/01/01
Temple-Belton,75,7250000,83200,592,6.4,2001/02/01
Temple-Belton,80,8920000,91700,572,6.2,2001/03/01
Temple-Belton,96,10710000,94400,565,6,2001/04/01
Temple-Belton,116,13375000,89200,557,6,2001/05/01
Temple-Belton,107,13050000,101400,631,6.9,2001/06/01
Temple-Belton,121,15175000,88700,627,6.6,2001/07/01
Temple-Belton,124,13075000,89400,591,6.2,2001/08/01
Temple-Belton,85,9215000,94200,598,6.3,2001/09/01
Temple-Belton,105,10935000,84700,606,6.3,2001/10/01
Temple-Belton,92,11050000,89400,590,6.2,2001/11/01
Temple-Belton,83,8275000,86900,572,6,2001/12/01
Temple-Belton,74,8925000,95000,584,6.1,2002/01/01
Temple-Belton,NA,NA,NA,NA,NA,2002/02/01
Temple-Belton,NA,NA,NA,NA,NA,2002/03/01
Temple-Belton,NA,NA,NA,NA,NA,2002/04/01
Temple-Belton,NA,NA,NA,NA,NA,2002/05/01
Temple-Belton,NA,NA,NA,NA,NA,2002/06/01
Temple-Belton,NA,NA,NA,NA,NA,2002/07/01
Temple-Belton,NA,NA,NA,NA,NA,2002/08/01
Temple-Belton,NA,NA,NA,NA,NA,2002/09/01
Temple-Belton,NA,NA,NA,NA,NA,2002/10/01
Temple-Belton,NA,NA,NA,NA,NA,2002/11/01
Temple-Belton,NA,NA,NA,NA,NA,2002/12/01
Temple-Belton,82,8440000,91100,530,NA,2003/01/01
Temple-Belton,66,7780000,104400,504,NA,2003/02/01
Temple-Belton,77,7845000,88100,550,NA,2003/03/01
Temple-Belton,100,11830000,95600,NA,NA,2003/04/01
Temple-Belton,126,14980000,1.00E+05,NA,NA,2003/05/01
Temple-Belton,136,15310000,99300,583,NA,2003/06/01
Temple-Belton,110,12155000,92200,NA,NA,2003/07/01
Temple-Belton,124,13335000,93800,NA,NA,2003/08/01
Temple-Belton,102,12100000,93800,603,5.9,2003/09/01
Temple-Belton,99,10455000,93100,589,5.8,2003/10/01
Temple-Belton,93,10225000,96500,550,5.4,2003/11/01
Temple-Belton,93,11055000,101100,534,5.3,2003/12/01
Temple-Belton,58,7425000,98300,611,6.2,2004/01/01
Temple-Belton,80,9200000,95000,615,6.2,2004/02/01
Temple-Belton,95,10300000,96100,651,6.4,2004/03/01
Temple-Belton,83,9770000,103600,654,6.5,2004/04/01
Temple-Belton,127,14440000,96800,679,6.8,2004/05/01
Temple-Belton,125,15560000,108500,707,7.1,2004/06/01
Temple-Belton,144,17935000,99400,692,6.8,2004/07/01
Temple-Belton,132,15925000,98200,690,6.7,2004/08/01
Temple-Belton,122,14965000,101000,730,7,2004/09/01
Temple-Belton,106,12295000,101700,711,6.8,2004/10/01
Temple-Belton,118,14670000,96700,663,6.2,2004/11/01
Temple-Belton,105,11730000,95400,682,6.3,2004/12/01
Temple-Belton,89,10070000,96200,718,6.5,2005/01/01
Temple-Belton,112,12560000,94400,723,6.4,2005/02/01
Temple-Belton,108,12395000,102700,715,6.3,2005/03/01
Temple-Belton,132,16215000,104000,715,6,2005/04/01
Temple-Belton,147,20485000,112100,NA,NA,2005/05/01
Temple-Belton,200,25465000,108600,NA,NA,2005/06/01
Temple-Belton,167,21355000,122000,733,5.7,2005/07/01
Temple-Belton,183,22445000,105900,NA,NA,2005/08/01
Temple-Belton,132,17195000,112300,NA,NA,2005/09/01
Temple-Belton,116,15270000,116400,704,5.3,2005/10/01
Temple-Belton,119,15710000,110600,704,5.2,2005/11/01
Temple-Belton,136,17760000,111700,NA,NA,2005/12/01
Temple-Belton,79,9860000,104500,746,5.5,2006/01/01
Temple-Belton,117,13065000,97000,NA,NA,2006/02/01
Temple-Belton,138,17505000,110600,NA,NA,2006/03/01
Temple-Belton,134,18250000,115800,925,6.7,2006/04/01
Temple-Belton,212,29920000,123000,NA,NA,2006/05/01
Temple-Belton,241,35210000,128800,NA,NA,2006/06/01
Temple-Belton,179,26750000,125300,889,6,2006/07/01
Temple-Belton,230,32780000,118700,NA,NA,2006/08/01
Temple-Belton,134,17415000,115200,914,6,2006/09/01
Temple-Belton,156,18915000,105400,928,5.9,2006/10/01
Temple-Belton,134,17570000,113000,857,5.4,2006/11/01
Temple-Belton,164,21120000,112400,NA,NA,2006/12/01
Temple-Belton,108,11990000,99000,879,5.4,2007/01/01
Temple-Belton,124,1.60E+07,111800,NA,NA,2007/02/01
Temple-Belton,159,20990000,111900,944,5.7,2007/03/01
Temple-Belton,183,24540000,116500,987,5.9,2007/04/01
Temple-Belton,207,30255000,117200,973,5.8,2007/05/01
Temple-Belton,207,29825000,125900,982,5.9,2007/06/01
Temple-Belton,198,27970000,119100,1032,6.2,2007/07/01
Temple-Belton,203,30820000,124400,NA,NA,2007/08/01
Temple-Belton,129,1.70E+07,121700,NA,NA,2007/09/01
Temple-Belton,125,16645000,118000,1056,6.5,2007/10/01
Temple-Belton,134,18460000,123800,997,6.2,2007/11/01
Temple-Belton,158,23540000,127500,1021,6.3,2007/12/01
Temple-Belton,106,14405000,122500,1041,6.5,2008/01/01
Temple-Belton,128,1.50E+07,108700,1074,6.7,2008/02/01
Temple-Belton,159,21380000,118100,1095,6.8,2008/03/01
Temple-Belton,181,26235000,122200,1063,6.6,2008/04/01
Temple-Belton,205,29900000,128100,1103,6.8,2008/05/01
Temple-Belton,169,24690000,123800,1047,6.6,2008/06/01
Temple-Belton,162,23035000,129500,NA,NA,2008/07/01
Temple-Belton,154,23515000,128900,1025,6.8,2008/08/01
Temple-Belton,138,19120000,113300,992,6.5,2008/09/01
Temple-Belton,104,12395000,109200,971,6.5,2008/10/01
Temple-Belton,88,12935000,130000,944,6.5,2008/11/01
Temple-Belton,128,17750000,124300,925,6.4,2008/12/01
Temple-Belton,81,11015000,123800,987,7,2009/01/01
Temple-Belton,105,13130000,123900,1063,7.6,2009/02/01
Temple-Belton,104,13955000,117300,1096,8.1,2009/03/01
Temple-Belton,144,20085000,119000,1061,8,2009/04/01
Temple-Belton,194,27800000,124600,1084,8.3,2009/05/01
Temple-Belton,191,27155000,120300,1044,7.9,2009/06/01
Temple-Belton,176,27040000,130700,1008,7.5,2009/07/01
Temple-Belton,179,27090000,128400,1016,7.5,2009/08/01
Temple-Belton,156,20280000,112700,993,7.2,2009/09/01
Temple-Belton,147,20128511,119700,948,6.7,2009/10/01
Temple-Belton,149,20170000,121800,949,6.5,2009/11/01
Temple-Belton,130,18033749,111700,880,6,2009/12/01
Temple-Belton,85,11081145,105000,966,6.6,2010/01/01
Temple-Belton,94,11542971,110800,971,6.7,2010/02/01
Temple-Belton,146,20211610,125400,1110,7.4,2010/03/01
Temple-Belton,191,26030648,115700,1049,6.8,2010/04/01
Temple-Belton,194,31592541,140000,1114,7.3,2010/05/01
Temple-Belton,172,26038793,138000,1176,7.8,2010/06/01
Temple-Belton,141,20248692,115500,1195,8,2010/07/01
Temple-Belton,145,20969272,127300,1160,8,2010/08/01
Temple-Belton,113,15309100,118100,1119,7.9,2010/09/01
Temple-Belton,105,15017547,119200,1078,7.8,2010/10/01
Temple-Belton,111,13943745,107900,1052,7.8,2010/11/01
Temple-Belton,111,16339029,138000,1074,8,2010/12/01
Temple-Belton,77,12166619,125000,1079,8.1,2011/01/01
Temple-Belton,84,12638715,133800,1107,8.4,2011/02/01
Temple-Belton,115,14986910,121800,1171,9,2011/03/01
Temple-Belton,132,9727347,115500,1162,9.3,2011/04/01
Temple-Belton,160,22353413,130900,1222,10,2011/05/01
Temple-Belton,199,31235410,135100,1208,9.7,2011/06/01
Temple-Belton,158,23456250,125000,1193,9.5,2011/07/01
Temple-Belton,156,23607121,135800,1176,9.3,2011/08/01
Temple-Belton,117,16572024,130600,1133,8.9,2011/09/01
Temple-Belton,114,18668494,148900,1107,8.7,2011/10/01
Temple-Belton,110,15467785,117100,1095,8.6,2011/11/01
Temple-Belton,115,15713942,120700,1006,7.9,2011/12/01
Temple-Belton,106,14645505,124000,1108,8.5,2012/01/01
Temple-Belton,111,14873091,127500,1125,8.5,2012/02/01
Temple-Belton,132,19606029,134700,1135,8.5,2012/03/01
Temple-Belton,140,19794244,125300,1144,8.5,2012/04/01
Temple-Belton,188,29401590,138300,1150,8.4,2012/05/01
Temple-Belton,175,26355628,134600,1131,8.4,2012/06/01
Temple-Belton,153,22132923,124200,1089,8.1,2012/07/01
Temple-Belton,144,20616386,127000,1091,8.2,2012/08/01
Temple-Belton,129,18584043,119300,1038,7.7,2012/09/01
Temple-Belton,148,21442090,124200,1042,7.6,2012/10/01
Temple-Belton,116,15863132,118600,999,7.2,2012/11/01
Temple-Belton,125,19030701,132900,933,6.7,2012/12/01
Temple-Belton,86,10567403,93300,973,7.1,2013/01/01
Temple-Belton,127,13901554,94200,1059,7.6,2013/02/01
Temple-Belton,137,18398455,115200,1099,7.9,2013/03/01
Temple-Belton,139,20993735,110800,1076,7.7,2013/04/01
Temple-Belton,187,29146083,130000,1065,7.7,2013/05/01
Temple-Belton,182,28798163,129200,1037,7.4,2013/06/01
Temple-Belton,158,25074689,128500,1047,7.5,2013/07/01
Temple-Belton,193,28891002,117000,1005,7,2013/08/01
Temple-Belton,143,19692592,110000,1009,7,2013/09/01
Temple-Belton,150,23000732,117600,924,6.4,2013/10/01
Temple-Belton,130,16631387,112500,925,6.3,2013/11/01
Temple-Belton,119,19056402,135000,848,5.8,2013/12/01
Temple-Belton,113,15230987,100800,837,5.6,2014/01/01
Temple-Belton,83,12574204,128200,892,6.2,2014/02/01
Temple-Belton,131,16357136,102700,963,6.7,2014/03/01
Temple-Belton,160,21219134,115800,970,6.7,2014/04/01
Temple-Belton,192,29749302,131200,969,6.6,2014/05/01
Temple-Belton,182,31757284,148600,952,6.5,2014/06/01
Temple-Belton,185,27289004,130000,933,6.3,2014/07/01
Temple-Belton,180,27270495,134300,896,6.1,2014/08/01
Temple-Belton,134,22879404,142000,863,5.9,2014/09/01
Temple-Belton,162,23939289,115200,844,5.7,2014/10/01
Temple-Belton,113,16200422,126900,798,5.5,2014/11/01
Temple-Belton,149,25440386,140700,728,4.9,2014/12/01
Temple-Belton,107,17700155,124500,727,4.9,2015/01/01
Temple-Belton,109,14439200,120800,825,5.5,2015/02/01
Temple-Belton,180,24671576,123000,884,5.7,2015/03/01
Temple-Belton,165,27906839,145400,877,5.7,2015/04/01
Temple-Belton,179,30496423,142800,825,5.4,2015/05/01
Temple-Belton,213,35933886,148900,858,5.5,2015/06/01
Temple-Belton,196,32311448,139500,909,5.8,2015/07/01
Texarkana,NA,NA,NA,NA,NA,2000/01/01
Texarkana,NA,NA,NA,NA,NA,2000/02/01
Texarkana,NA,NA,NA,NA,NA,2000/03/01
Texarkana,NA,NA,NA,NA,NA,2000/04/01
Texarkana,NA,NA,NA,NA,NA,2000/05/01
Texarkana,NA,NA,NA,NA,NA,2000/06/01
Texarkana,NA,NA,NA,NA,NA,2000/07/01
Texarkana,NA,NA,NA,NA,NA,2000/08/01
Texarkana,NA,NA,NA,NA,NA,2000/09/01
Texarkana,NA,NA,NA,NA,NA,2000/10/01
Texarkana,NA,NA,NA,NA,NA,2000/11/01
Texarkana,NA,NA,NA,NA,NA,2000/12/01
Texarkana,101,8590000,68800,268,NA,2001/01/01
Texarkana,NA,NA,NA,NA,NA,2001/02/01
Texarkana,NA,NA,NA,NA,NA,2001/03/01
Texarkana,NA,NA,NA,NA,NA,2001/04/01
Texarkana,NA,NA,NA,NA,NA,2001/05/01
Texarkana,195,28075000,120400,NA,NA,2001/06/01
Texarkana,NA,NA,NA,NA,NA,2001/07/01
Texarkana,83,6365000,69400,NA,NA,2001/08/01
Texarkana,65,7135000,83100,NA,NA,2001/09/01
Texarkana,76,7095000,70000,NA,NA,2001/10/01
Texarkana,77,6190000,70600,NA,NA,2001/11/01
Texarkana,73,6625000,71000,NA,NA,2001/12/01
Texarkana,61,4700000,72500,NA,NA,2002/01/01
Texarkana,69,6830000,70700,NA,NA,2002/02/01
Texarkana,76,6510000,75500,NA,NA,2002/03/01
Texarkana,88,8540000,87500,NA,NA,2002/04/01
Texarkana,98,7675000,68000,NA,NA,2002/05/01
Texarkana,91,8690000,78100,NA,NA,2002/06/01
Texarkana,88,9825000,104600,NA,NA,2002/07/01
Texarkana,81,7475000,71000,NA,NA,2002/08/01
Texarkana,68,6535000,81400,NA,NA,2002/09/01
Texarkana,70,6425000,85700,NA,NA,2002/10/01
Texarkana,66,6105000,72000,NA,NA,2002/11/01
Texarkana,88,10155000,88000,NA,NA,2002/12/01
Texarkana,59,5575000,79000,NA,NA,2003/01/01
Texarkana,70,7305000,90000,NA,NA,2003/02/01
Texarkana,93,8165000,81900,103,1.3,2003/03/01
Texarkana,88,7805000,73300,311,3.9,2003/04/01
Texarkana,100,9825000,80000,430,5.4,2003/05/01
Texarkana,96,9015000,84300,NA,NA,2003/06/01
Texarkana,77,7255000,88100,NA,NA,2003/07/01
Texarkana,91,9890000,91200,NA,NA,2003/08/01
Texarkana,84,8815000,87500,NA,NA,2003/09/01
Texarkana,79,6935000,79500,NA,NA,2003/10/01
Texarkana,60,5600000,81200,513,6.2,2003/11/01
Texarkana,64,7405000,86700,NA,NA,2003/12/01
Texarkana,58,6450000,85000,500,6.2,2004/01/01
Texarkana,85,9925000,91900,NA,NA,2004/02/01
Texarkana,67,5965000,78500,507,6.4,2004/03/01
Texarkana,92,9245000,83000,555,7,2004/04/01
Texarkana,71,8785000,96500,557,7.2,2004/05/01
Texarkana,100,9905000,91500,559,7.2,2004/06/01
Texarkana,72,7265000,77800,566,7.4,2004/07/01
Texarkana,84,9060000,97800,580,7.6,2004/08/01
Texarkana,81,7490000,91200,559,7.3,2004/09/01
Texarkana,102,10455000,86000,549,7,2004/10/01
Texarkana,96,9630000,86900,NA,NA,2004/11/01
Texarkana,84,8535000,86700,NA,NA,2004/12/01
Texarkana,68,6980000,86200,490,5.9,2005/01/01
Texarkana,80,9175000,92500,NA,NA,2005/02/01
Texarkana,102,10835000,83300,NA,NA,2005/03/01
Texarkana,93,11720000,103600,NA,NA,2005/04/01
Texarkana,88,9415000,93300,NA,NA,2005/05/01
Texarkana,108,11790000,90000,NA,NA,2005/06/01
Texarkana,93,10185000,101200,NA,NA,2005/07/01
Texarkana,80,8265000,92500,545,6.1,2005/08/01
Texarkana,84,11005000,112000,501,5.6,2005/09/01
Texarkana,93,10465000,90800,NA,NA,2005/10/01
Texarkana,114,12130000,96200,NA,NA,2005/11/01
Texarkana,82,9675000,93300,NA,NA,2005/12/01
Texarkana,74,6800000,87100,NA,NA,2006/01/01
Texarkana,73,7860000,84500,NA,NA,2006/02/01
Texarkana,101,10650000,85500,NA,NA,2006/03/01
Texarkana,99,10590000,89400,NA,NA,2006/04/01
Texarkana,99,11485000,98300,NA,NA,2006/05/01
Texarkana,120,13390000,93300,NA,NA,2006/06/01
Texarkana,100,11570000,94300,NA,NA,2006/07/01
Texarkana,104,11770000,90000,NA,NA,2006/08/01
Texarkana,91,9280000,90700,NA,NA,2006/09/01
Texarkana,83,9035000,91700,NA,NA,2006/10/01
Texarkana,102,10720000,91400,NA,NA,2006/11/01
Texarkana,84,10840000,122900,NA,NA,2006/12/01
Texarkana,75,8625000,96200,NA,NA,2007/01/01
Texarkana,89,9895000,105000,NA,NA,2007/02/01
Texarkana,102,11995000,90000,NA,NA,2007/03/01
Texarkana,97,10150000,93500,NA,NA,2007/04/01
Texarkana,75,7135000,78100,NA,NA,2007/05/01
Texarkana,96,12265000,107500,NA,NA,2007/06/01
Texarkana,94,13155000,131100,NA,NA,2007/07/01
Texarkana,83,11630000,112900,NA,NA,2007/08/01
Texarkana,70,9700000,120000,NA,NA,2007/09/01
Texarkana,51,6590000,111700,NA,NA,2007/10/01
Texarkana,65,7565000,108500,NA,NA,2007/11/01
Texarkana,63,6550000,79400,530,6.6,2007/12/01
Texarkana,51,5555000,101400,539,6.9,2008/01/01
Texarkana,65,7395000,94200,599,7.9,2008/02/01
Texarkana,64,6990000,98000,634,8.7,2008/03/01
Texarkana,90,10050000,1.00E+05,558,7.7,2008/04/01
Texarkana,93,9935000,97500,577,7.8,2008/05/01
Texarkana,97,12160000,101000,623,8.4,2008/06/01
Texarkana,94,12855000,124200,584,7.9,2008/07/01
Texarkana,95,10580000,88800,570,7.6,2008/08/01
Texarkana,69,7940000,99300,586,7.8,2008/09/01
Texarkana,67,9400000,131200,577,7.6,2008/10/01
Texarkana,49,5255000,80800,556,7.4,2008/11/01
Texarkana,73,7965000,89300,532,7,2008/12/01
Texarkana,39,4775000,95800,553,7.4,2009/01/01
Texarkana,53,6190000,107100,562,7.6,2009/02/01
Texarkana,64,7575000,120000,576,7.8,2009/03/01
Texarkana,57,6595000,102000,597,8.4,2009/04/01
Texarkana,84,11180000,110900,547,7.8,2009/05/01
Texarkana,94,11510000,1.00E+05,574,8.2,2009/06/01
Texarkana,70,8050000,115600,598,8.8,2009/07/01
Texarkana,85,9880000,111000,582,8.7,2009/08/01
Texarkana,72,8300000,97500,592,8.8,2009/09/01
Texarkana,69,10318260,138600,602,8.9,2009/10/01
Texarkana,61,6852100,99200,593,8.7,2009/11/01
Texarkana,63,7864050,110000,567,8.4,2009/12/01
Texarkana,49,6398006,110000,566,8.3,2010/01/01
Texarkana,62,6833422,131400,567,8.2,2010/02/01
Texarkana,113,6398006,71700,566,7.7,2010/03/01
Texarkana,85,9997020,105000,634,8.4,2010/04/01
Texarkana,88,11738331,112000,653,8.6,2010/05/01
Texarkana,77,11879618,143000,634,8.5,2010/06/01
Texarkana,73,10829150,125000,680,9.1,2010/07/01
Texarkana,84,9717825,104300,694,9.3,2010/08/01
Texarkana,85,11025261,123800,680,9,2010/09/01
Texarkana,60,8367500,125000,677,9,2010/10/01
Texarkana,55,6929225,102500,670,9,2010/11/01
Texarkana,71,7787287,88100,684,9.1,2010/12/01
Texarkana,52,6926150,113300,676,9,2011/01/01
Texarkana,51,6023947,110000,688,9.2,2011/02/01
Texarkana,86,9781964,95000,716,9.9,2011/03/01
Texarkana,73,8382625,107800,699,9.8,2011/04/01
Texarkana,53,6372930,98800,733,10.7,2011/05/01
Texarkana,88,10979751,106700,745,10.8,2011/06/01
Texarkana,100,11983703,106700,745,10.4,2011/07/01
Texarkana,85,9905896,106200,706,9.9,2011/08/01
Texarkana,77,9014512,114200,707,10,2011/09/01
Texarkana,80,8329606,80000,733,10.1,2011/10/01
Texarkana,75,9117290,92500,695,9.4,2011/11/01
Texarkana,64,6822199,93300,642,8.7,2011/12/01
Texarkana,50,5202793,92000,660,9,2012/01/01
Texarkana,78,7525140,81400,619,8.2,2012/02/01
Texarkana,66,8301273,105000,619,8.4,2012/03/01
Texarkana,79,10887299,108800,638,8.6,2012/04/01
Texarkana,68,8542940,103300,683,9,2012/05/01
Texarkana,88,10809212,108600,703,9.3,2012/06/01
Texarkana,79,10242370,111700,720,9.7,2012/07/01
Texarkana,84,9890000,110000,NA,NA,2012/08/01
Texarkana,57,6317154,101700,723,10,2012/09/01
Texarkana,99,11520000,108800,676,9.1,2012/10/01
Texarkana,75,8815000,102500,666,9,2012/11/01
Texarkana,72,8150000,107300,NA,NA,2012/12/01
Texarkana,41,5101567,121400,490,6.6,2013/01/01
Texarkana,41,4337903,108300,516,7.3,2013/02/01
Texarkana,56,6937448,108600,694,9.9,2013/03/01
Texarkana,74,9542313,105000,752,10.8,2013/04/01
Texarkana,85,11895239,138300,724,10.2,2013/05/01
Texarkana,79,9857074,114000,800,11.4,2013/06/01
Texarkana,79,12209694,114400,825,11.8,2013/07/01
Texarkana,79,12209694,114400,825,11.8,2013/08/01
Texarkana,99,15063364,118000,815,11.1,2013/09/01
Texarkana,83,13927429,121700,820,11.4,2013/10/01
Texarkana,71,10655633,133000,791,11.1,2013/11/01
Texarkana,72,8769681,1.00E+05,752,10.5,2013/12/01
Texarkana,73,8179495,108800,312,4.2,2014/01/01
Texarkana,63,8228872,102500,768,10.1,2014/02/01
Texarkana,89,11081961,112500,816,10.4,2014/03/01
Texarkana,92,10003800,94300,823,10.2,2014/04/01
Texarkana,87,9490154,93600,832,10.3,2014/05/01
Texarkana,96,13765168,116700,856,10.4,2014/06/01
Texarkana,100,14680941,112700,855,10.2,2014/07/01
Texarkana,88,11204934,102500,843,10,2014/08/01
Texarkana,89,10752370,99000,821,9.8,2014/09/01
Texarkana,94,10408861,95000,797,9.4,2014/10/01
Texarkana,72,9713525,113300,782,9.2,2014/11/01
Texarkana,84,11345387,96700,729,8.5,2014/12/01
Texarkana,75,9330521,101400,317,3.7,2015/01/01
Texarkana,85,9470964,93500,438,5,2015/02/01
Texarkana,92,11891170,108000,525,6,2015/03/01
Texarkana,92,11876388,107300,579,6.6,2015/04/01
Texarkana,105,16125371,118600,663,7.4,2015/05/01
Texarkana,152,22132772,131100,701,7.5,2015/06/01
Texarkana,103,14802267,121400,776,8.2,2015/07/01
Tyler,113,12425000,85800,1438,8.4,2000/01/01
Tyler,142,14470000,86200,1483,8.7,2000/02/01
Tyler,201,20860000,87800,1438,8.4,2000/03/01
Tyler,169,20475000,94600,1564,9.2,2000/04/01
Tyler,191,22775000,95000,1564,9.2,2000/05/01
Tyler,201,23470000,94700,1585,9.3,2000/06/01
Tyler,191,23070000,97900,1576,9.3,2000/07/01
Tyler,198,22855000,99000,1574,9.3,2000/08/01
Tyler,152,17355000,97500,1585,9.5,2000/09/01
Tyler,164,17030000,86400,1490,9,2000/10/01
Tyler,154,18140000,98800,1442,8.5,2000/11/01
Tyler,123,13525000,92500,1331,8,2000/12/01
Tyler,109,12885000,95000,1439,8.7,2001/01/01
Tyler,140,15640000,88600,1472,8.9,2001/02/01
Tyler,166,18375000,98900,1505,9.2,2001/03/01
Tyler,184,22760000,101200,1529,9.3,2001/04/01
Tyler,193,22975000,99500,1615,9.8,2001/05/01
Tyler,195,28075000,120400,1582,9.6,2001/06/01
Tyler,184,24410000,103500,1599,9.8,2001/07/01
Tyler,224,28365000,105700,1539,9.3,2001/08/01
Tyler,162,19810000,95000,1535,9.2,2001/09/01
Tyler,194,22350000,104800,1453,8.6,2001/10/01
Tyler,168,21010000,107500,1390,8.2,2001/11/01
Tyler,147,16665000,97700,1278,7.4,2001/12/01
Tyler,114,12140000,85000,1386,8,2002/01/01
Tyler,180,21460000,100900,1432,8.1,2002/02/01
Tyler,163,21090000,97300,1494,8.5,2002/03/01
Tyler,166,19315000,92000,1556,8.9,2002/04/01
Tyler,226,28945000,105800,1611,9.1,2002/05/01
Tyler,207,28095000,114100,1662,9.3,2002/06/01
Tyler,182,21670000,103500,1666,9.4,2002/07/01
Tyler,232,28795000,1.00E+05,1622,9.1,2002/08/01
